place_id,name,rating,review_count,price_x,categories,phone,address,neighborhoods,website,images,yelp_url,lat,lon,hours,price_y,type
vM_s5ORV4iYTXULxf9Thxw,OEB Breakfast - Toronto Street,4.4,102,$$,['Breakfast & Brunch'],(437) 880-8291,"20 Toronto Street Toronto, ON M5C 2B8 Canada",['Downtown Core'],https://eatoeb.com/locations/toronto/,"['https://s3-media0.fl.yelpcdn.com/bphoto/bcaKDHcql72EF-BLuc8tXw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/OYh5O6ESg1Vk5bToXeB-qw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/WH_t9zcHvcCLt-kZJqk0zw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Olm01Ej3sjKFpb_PoanGWw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/GwGxQeyF0jaxPIoG54hlfA/l.jpg']",https://www.yelp.com/biz/vM_s5ORV4iYTXULxf9Thxw,43.6501631,-79.37656129999999,"[{'wednesday': '7\u202fAM–3\u202fPM'}, {'thursday': '7\u202fAM–3\u202fPM'}, {'friday': '7\u202fAM–3\u202fPM'}, {'saturday': '8\u202fAM–4\u202fPM'}, {'sunday': '8\u202fAM–4\u202fPM'}, {'monday': '7\u202fAM–3\u202fPM'}, {'tuesday': '7\u202fAM–3\u202fPM'}]",CA$20–30,"['Breakfast restaurant', 'Brunch restaurant', 'Lunch restaurant']"
ONCQS_-UjcHa_J4ueZG1Hw,Haidilao Hot Pot,4.7,99,,"['Chinese', 'Hot Pot']",(437) 778-1068,"237 Yonge Street Toronto, ON M5B 1N8 Canada",['Downtown Core'],https://www.superhiinternational.com/ca/,"['https://s3-media0.fl.yelpcdn.com/bphoto/c_d12mFO8xiA-f0C8I3bfA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/COXzWNcSCz3QEfC7Szp_6Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/KScuQb9AKhm_fZcLyKtQwQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/JZAEuLlXawgN_mkSo4UQbA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/oRBPx-boyO_bvfo3E2bxJw/l.jpg']",https://www.yelp.com/biz/ONCQS_-UjcHa_J4ueZG1Hw,43.654632799999995,-79.3798389,"[{'wednesday': '11\u202fAM–3\u202fAM'}, {'thursday': '11\u202fAM–3\u202fAM'}, {'friday': '11\u202fAM–3\u202fAM'}, {'saturday': '11\u202fAM–3\u202fAM'}, {'sunday': '11\u202fAM–3\u202fAM'}, {'monday': '11\u202fAM–3\u202fAM'}, {'tuesday': '11\u202fAM–3\u202fAM'}]",$$,"['Hot pot restaurant', 'Asian restaurant', 'Chinese restaurant', 'Sichuan restaurant']"
RXKFjyJ3X7_WCl5KC4lDhw,Daldongnae Korean BBQ - Dundas Square,4.3,66,,"['Korean', 'Barbeque']",(647) 368-8470,"361 Yonge Street Toronto, ON M5B 1S1 Canada","['Ryerson', 'Downtown Core']",https://www.daldongnaebbq.com,"['https://s3-media0.fl.yelpcdn.com/bphoto/L2xXqYPqiIg8f0V7ZE7VCg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/bGZiU6hpoiMGJ2b5AczRMQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/ijDgX7l5AI-Gy16Eu8Qj8A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/5LcS4q0Rxq4WwOStm2oTTQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/bfdZq6EyICQLpYrh9kgiYw/l.jpg']",https://www.yelp.com/biz/RXKFjyJ3X7_WCl5KC4lDhw,43.6582055,-79.3814852,"[{'wednesday': '11:30\u202fAM–2\u202fAM'}, {'thursday': '11:30\u202fAM–2\u202fAM'}, {'friday': '11:30\u202fAM–2\u202fAM'}, {'saturday': '11:30\u202fAM–2\u202fAM'}, {'sunday': '11:30\u202fAM–2\u202fAM'}, {'monday': '11:30\u202fAM–2\u202fAM'}, {'tuesday': '11:30\u202fAM–2\u202fAM'}]",CA$20–40,"['Korean barbecue restaurant', 'Restaurant']"
qaNt4vtVdge_S68DVjw5Jg,The Queen And Beaver Public House,3.8,449,$$,"['Pubs', 'British']",(647) 347-2712,"35 Elm Street Toronto, ON M5G 1H1 Canada",['Downtown Core'],http://www.queenandbeaverpub.ca,"['https://s3-media0.fl.yelpcdn.com/bphoto/5Hpx844PbfaprAIBe2M_qQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/yIcXtfZXtq4VVnWN1IWDZg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/ZZ8QzMUy08STTzJyQ6Xwvg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/dwDLivbDZqVL_bgqA4ulgA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/s02bbAZ7OQayPW6Wuwky_g/l.jpg']",https://www.yelp.com/biz/qaNt4vtVdge_S68DVjw5Jg,43.657402399999995,-79.3833882,"[{'wednesday': '11:30\u202fAM–12\u202fAM'}, {'thursday': '11:30\u202fAM–1\u202fAM'}, {'friday': '11:30\u202fAM–1\u202fAM'}, {'saturday': '10\u202fAM–1\u202fAM'}, {'sunday': '10\u202fAM–11\u202fPM'}, {'monday': '11:30\u202fAM–12\u202fAM'}, {'tuesday': '11:30\u202fAM–12\u202fAM'}]",$$,"['Gastropub', 'British restaurant', 'Pub']"
DE89UdHFMCN6DtYWZuer5A,Hokkaido Ramen Santouka,3.9,924,$$,"['Ramen', 'Noodles']",(647) 748-1717,"91 Dundas Street E Toronto, ON M5B 2C8 Canada","['Ryerson', 'Downtown Core']",https://www.santouka-canada.com/locations/dundas-st/,"['https://s3-media0.fl.yelpcdn.com/bphoto/tFakdWAU8JK86UsWmQCKUw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/HOFc1mEj8T7mG6zwjAwpBw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/nzuDGTXorzM9RH0wAjJwUA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/0fEATe1v2xm7CVjHi4vK7Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/D4cHOwdQlU9i7miXfh1Q5A/l.jpg']",https://www.yelp.com/biz/DE89UdHFMCN6DtYWZuer5A,43.6562833,-79.377551,"[{'wednesday': '11\u202fAM–11\u202fPM'}, {'thursday': '11\u202fAM–11\u202fPM'}, {'friday': '11\u202fAM–11\u202fPM'}, {'saturday': '11\u202fAM–11\u202fPM'}, {'sunday': '11\u202fAM–11\u202fPM'}, {'monday': '11\u202fAM–11\u202fPM'}, {'tuesday': '11\u202fAM–11\u202fPM'}]",CA$20–30,"['Ramen restaurant', 'Japanese restaurant', 'Soup restaurant']"
BorscpFKDfjDMwkhUXpnxQ,Gyukatsu Kyoto Katsugyu,4.0,195,$$,['Japanese'],(416) 203-8778,"134 Dundas Street E Toronto, ON M5B 1E2 Canada","['Ryerson', 'Downtown Core']",https://www.gyukatsu-kyotokatsugyu.ca,"['https://s3-media0.fl.yelpcdn.com/bphoto/DD-6lIHWer8HtVl95fW4qQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/k9JGJcK2NdxjjZfgFzOltQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/hGweyhQBc3Tmrn7Qd75y-g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/VZg5xX2JZTsqPXLZ9lJR9w/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/0LsT2942HNSSQeO452zSTA/l.jpg']",https://www.yelp.com/biz/BorscpFKDfjDMwkhUXpnxQ,43.6568241,-79.3761741,"[{'wednesday': '12–3\u202fPM, 5–9:30\u202fPM'}, {'thursday': '12–3\u202fPM, 5–9:30\u202fPM'}, {'friday': '12–3\u202fPM, 5–9:30\u202fPM'}, {'saturday': '12–3\u202fPM, 5–9:30\u202fPM'}, {'sunday': '12–3\u202fPM, 5–9:30\u202fPM'}, {'monday': '12–3\u202fPM, 5–9:30\u202fPM'}, {'tuesday': '12–3\u202fPM, 5–9:30\u202fPM'}]",CA$20–30,['Japanese restaurant']
hZJfY2COViiISlA4sjuoAQ,Little Canada,4.8,41,,['Museums'],(866) 489-7527,"10 Dundas St E Toronto, ON M5B 2G9 Canada","['Ryerson', 'Downtown Core']",https://little-canada.ca,"['https://s3-media0.fl.yelpcdn.com/bphoto/1rar38scLsLYeF_1jLDfYw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/vxGLzWkO5F540wgmY1-z-A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Dj0Qa6EZ32kBXDq-QZMM4Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Nnw9UpWSIOT7XKZ9YmP2Sg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/ZfgKFW-QMQKNw2OB_CFolA/l.jpg']",https://www.yelp.com/biz/hZJfY2COViiISlA4sjuoAQ,43.656965799999995,-79.3804789,"[{'wednesday': '10\u202fAM–6\u202fPM'}, {'thursday': '10\u202fAM–6\u202fPM'}, {'friday': '10\u202fAM–6\u202fPM'}, {'saturday': '10\u202fAM–6\u202fPM'}, {'sunday': '10\u202fAM–6\u202fPM'}, {'monday': '10\u202fAM–6\u202fPM'}, {'tuesday': '10\u202fAM–6\u202fPM'}]",,"['Tourist attraction', 'Exhibit']"
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,4.4,3879,$$,['Thai'],(416) 901-4724,"18 Duncan Street Toronto, ON M5H 3G8 Canada","['Entertainment District', 'Downtown Core']",http://www.paitoronto.com/,"['https://s3-media0.fl.yelpcdn.com/bphoto/RxE-nXiGw7wBUZ-4y3tc3g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/lNVE96NbOoXANwImlb0k5A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/yVv4gvoYiJAzq7OC_XTHNQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Xl54cC7Ebnu1SQm8qCn8EQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/7SmmR6bKg9GjuGgetbCUFA/l.jpg']",https://www.yelp.com/biz/r_BrIgzYcwo1NAuG9dLbpg,43.647852799999995,-79.3887403,"[{'wednesday': '11:45\u202fAM–9:30\u202fPM'}, {'thursday': '11:45\u202fAM–9:30\u202fPM'}, {'friday': '11:45\u202fAM–10\u202fPM'}, {'saturday': '11:45\u202fAM–10\u202fPM'}, {'sunday': '11:45\u202fAM–9:30\u202fPM'}, {'monday': '4–9:30\u202fPM'}, {'tuesday': '11:45\u202fAM–9:30\u202fPM'}]",CA$20–40,['Thai restaurant']
O-uIEuv7JLUHajkemx_sVw,Beerbistro,3.9,706,$$,"['Bistros', 'Beer Bar', 'Comfort Food']",(416) 861-9872,"18 King Street E Toronto, ON M5C 1C4 Canada",['Downtown Core'],http://www.beerbistro.com,"['https://s3-media0.fl.yelpcdn.com/bphoto/DguJECqqypyRJa0zKsNQNQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/ksovWAq8C9xJhEu4_vD45g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/uXlrloQULIUiLvuUZULYrw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/_sTQFM_YDSr4MG04auoefw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/nYvWzqmOqEEjAwWyW8BQ7w/l.jpg']",https://www.yelp.com/biz/O-uIEuv7JLUHajkemx_sVw,43.6494526,-79.3771663,"[{'wednesday': '11:30\u202fAM–12\u202fAM'}, {'thursday': '11:30\u202fAM–12\u202fAM'}, {'friday': '11:30\u202fAM–12\u202fAM'}, {'saturday': '1\u202fPM–12\u202fAM'}, {'sunday': 'Closed'}, {'monday': '11:30\u202fAM–10\u202fPM'}, {'tuesday': '11:30\u202fAM–12\u202fAM'}]",$$,"['Restaurant', 'Bar', 'Brewpub']"
fQwB9Z98YEhkJit7c3z51A,The Carbon Bar,3.9,440,$$$,"['Barbeque', 'Bars', 'American']",(416) 947-7000,"99 Queen Street East Toronto, ON M5C 1S2 Canada","['Corktown', 'Downtown Core']",http://thecarbonbar.ca,"['https://s3-media0.fl.yelpcdn.com/bphoto/1CdEhWZoVcHjWVONXSbQMQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/tIcf__m0HwrPJINYloPlBA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/L0x54qVdHfMJoIgVslOubQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/c8Jx-eusPfPCi-em41hFWw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/D5_u2J2oCA24lkeQrhem0g/l.jpg']",https://www.yelp.com/biz/fQwB9Z98YEhkJit7c3z51A,43.653190099999996,-79.37479809999999,"[{'wednesday': '11:30\u202fAM–10\u202fPM'}, {'thursday': '11:30\u202fAM–10\u202fPM'}, {'friday': '11:30\u202fAM–11\u202fPM'}, {'saturday': '4–11\u202fPM'}, {'sunday': '4–10\u202fPM'}, {'monday': '4–10\u202fPM'}, {'tuesday': '4–10\u202fPM'}]",$$,"['Barbecue restaurant', 'American restaurant', 'Bar', 'Restaurant', 'Southern restaurant (US)']"
_eJ2ETotJBzZBQS15fD-8A,Fran's Restaurant,2.9,250,$$,"['American', 'Breakfast & Brunch', 'Burgers']",(416) 304-0085,"200 Victoria Street Toronto, ON M5B 2R3 Canada",['Downtown Core'],http://www.fransrestaurant.com,"['https://s3-media0.fl.yelpcdn.com/bphoto/ehWEmIRl4_BjXpSstZLGTw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/9cI_tf_Y3DsqeXtyjAy6Jg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/BVcfiBqRklmqVsNffnTlHQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/ON0ziHa6Zm4cTg6_7QoIGA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/duh382A1pdSLB_JmubDqog/l.jpg']",https://www.yelp.com/biz/_eJ2ETotJBzZBQS15fD-8A,43.654412799999996,-79.378999,"[{'wednesday': '7\u202fAM–12\u202fAM'}, {'thursday': '7\u202fAM–12\u202fAM'}, {'friday': '7\u202fAM–12\u202fAM'}, {'saturday': '7\u202fAM–12\u202fAM'}, {'sunday': '7\u202fAM–12\u202fAM'}, {'monday': '7\u202fAM–12\u202fAM'}, {'tuesday': '7\u202fAM–12\u202fAM'}]",CA$10–20,"['Diner', 'American restaurant', 'Breakfast restaurant', 'Family restaurant']"
